M_id;T_id;Price_d1
134252;369535;нет
63021;366751;нет
48846;382383;нет
38660;373043;нет
55715;371428;нет
55715;402653;нет
79823;401250;нет
29578;372216;нет
73021;332346;нет
73021;402652;нет
136965;403486;нет
136964;371956;нет
134382;403283;нет
134383;361282;нет
134384;327316;нет
139862;366085;нет
24310;362470;нет
24306;370721;нет
24307;372259;нет
24307;362206;нет
24306;377244;нет
24306;329216;нет
138495;361279;нет
52581;329211;нет
160645;475268;нет
160645;363811;нет
150493;360128;нет
293837;475269;нет
293838;474366;нет
160249;362815;нет
150327;329569;нет
134404;358450;нет
52580;329209;нет
52579;329210;нет
52581;362814;нет
62837;361085;нет
62842;367561;нет
62838;361086;нет
62840;384050;нет
39078;404736;нет
131999;353630;нет
38661;404737;нет
164529;438757;нет
121771;354993;нет
129768;438756;нет
150331;374716;нет
24303;382974;нет
24303;380139;нет
136977;363149;нет
24303;329002;нет
24302;377242;нет
24302;382973;нет
24302;380140;нет
24302;329214;нет
24308;370720;нет
24308;362359;нет
24308;377243;нет
137274;372004;нет
24305;362207;нет
24304;329219;нет
52585;333574;нет
52582;367201;нет
52583;367202;нет
134385;333575;нет
129972;362595;нет
150338;345091;нет
150340;386102;нет
150339;339214;нет
134335;329805;нет
129972;496486;нет
134334;329806;нет
129971;373041;нет
131034;373042;нет
150338;386430;нет
129969;496487;нет
149962;369083;нет
149962;369082;нет
129967;496485;нет
129967;563907;нет
157586;386937;нет
75820;369377;нет
42713;361905;нет
50290;371064;нет
123888;572828;нет
110589;424996;нет
298230;572827;нет
102060;346925;нет
410100;573297;нет
417335;573296;нет
250967;526344;нет
112092;354470;нет
112092;528995;нет
226140;465854;нет
200366;467261;нет
200367;467260;нет
112093;354471;нет
155118;409855;нет
155119;438562;нет
173004;432156;64,9
173005;432157;нет
116593;402952;нет
303698;577685;369,6
303698;557514;369,6
303693;557515;369,6
303708;557513;369,6
303703;557516;369,6
105688;380072;нет
10269;363355;нет
13793;371501;нет
77634;374633;нет
97468;343230;нет
60947;364117;нет
71198;371310;нет
59106;371539;нет
402459;568541;69,05
85684;348575;нет
83192;381188;нет
125841;329974;54,77
164741;430951;51,05
140359;425761;нет
140360;425762;нет
83986;330565;нет
83407;373143;нет
97312;375650;нет
97319;383077;нет
97314;390271;нет
80924;332143;нет
159155;403454;нет
101632;404236;нет
102384;404237;нет
138981;356582;нет
79090;364715;нет
89150;373144;нет
89152;373146;нет
79098;365481;нет
83412;377279;нет
83411;376922;нет
83406;377282;нет
83405;377281;нет
83413;377705;нет
79089;331428;нет
83409;376764;нет
83410;377278;нет
48820;328949;20,8
80701;362184;нет
64257;371494;нет
107956;577171;нет
66348;382039;16,73
225781;486991;нет
175103;437758;133,42
14174;380522;нет
91647;404151;нет
103617;404515;нет
89154;373209;нет
61540;363931;нет
79358;330162;12,36
79358;365480;12,36
94817;340831;нет
94816;340832;нет
55937;337330;нет
169827;431397;нет
89119;373835;нет
78167;367531;20,55
89149;373208;нет
55937;363536;нет
94815;339161;нет
66346;333920;нет
65660;367393;нет
88617;337695;23,66
94814;338159;нет
94813;340308;19,78
94812;340830;19,99
97620;330646;20,08
84103;366918;18,22
55938;333039;19,79
66348;363279;16,73
66348;354914;16,73
182577;577365;нет
55941;337487;23,42
55940;334504;22,29
110091;326932;21,91
71179;367394;нет
68575;334610;нет
68577;329337;нет
68579;366034;нет
68580;366035;нет
68578;329338;нет
68576;366036;нет
68578;364694;нет
237347;572796;нет
374967;572786;нет
157189;486953;нет
157184;448396;нет
400041;568452;нет
145446;359390;284,64
237751;580949;нет
288600;475827;266,32
35395;328570;нет
64232;371523;нет
64233;373772;нет
379144;565179;82,56
164739;425823;нет
164738;425824;нет
265863;564241;93,8
196650;568534;нет
196888;467701;85,68
302991;524220;135,01
201899;575576;138,6
39779;364223;нет
69706;336759;нет
69706;467086;нет
89911;369672;нет
129320;409868;74,45
134481;438094;80,42
374875;569740;69,13
73639;371540;нет
89891;335939;нет
109244;354900;нет
92258;358793;нет
96272;399383;нет
96272;338373;нет
96273;338269;нет
96274;338270;нет
96270;388638;нет
96270;338268;нет
82065;326500;нет
82064;337463;нет
82063;351889;нет
96273;396363;нет
96274;399384;нет
82064;393334;нет
82065;400013;нет
307541;564240;49,62
307542;525295;95,16
105928;350161;нет
105929;350396;нет
105930;350397;нет
67296;392416;нет
342550;576588;нет
122924;529732;нет
51846;330514;нет
123697;404894;нет
75947;365874;нет
75948;384364;41,16
409312;343446;нет
64795;330181;нет
151019;426011;нет
36500;366193;нет
67295;366194;нет
30143;327549;нет
30142;361061;нет
86413;358221;14,76
87639;358433;25,76
67363;382792;128,05
68276;374792;196,33
68276;403427;196,33
123698;357111;нет
397205;568818;107,55
157030;425781;278,82
138987;439207;нет
138735;358809;нет
151736;439790;нет
138736;359422;нет
79113;335596;нет
295520;568513;нет
49319;379435;нет
97846;570135;7,16
174622;576606;нет
137511;578714;нет
183928;577739;нет
141925;574067;4,17
77173;361047;нет
169276;575956;нет
91689;371312;нет
20511;366797;нет
20594;349400;11,35
16997;363144;нет
20594;372404;11,35
62348;371954;нет
378057;564385;195,55
78116;385271;48,86
78835;385314;92,73
131988;568163;нет
78116;384821;48,86
78835;372194;92,73
94284;348169;нет
71196;371309;нет
94289;398533;нет
94289;348170;нет
161726;437605;211,17
27249;367766;нет
118753;452908;33,61
53202;382913;нет
22167;363325;нет
8871;362584;нет
27881;576962;нет
375865;574030;3,82
100748;345159;нет
100749;353754;нет
9777;362279;нет
159685;465836;нет
19944;372403;нет
20324;363382;12,48
19944;571015;нет
84694;468700;10,9
69015;468768;10,78
84695;468701;10,39
91228;404042;15,9
74418;388011;50,51
85367;397782;нет
146919;575695;32,6
63044;401194;6,05
154618;465909;нет
154619;448637;нет
149128;406432;61,6
149130;425167;нет
150006;425170;нет
149131;425168;191,58
149129;425169;96,47
50479;379136;8,11
389475;564883;нет
296293;572852;200,98
237569;572846;101,66
374125;561090;150,82
310500;561092;225,97
310499;561091;139,06
301428;535540;нет
187079;462292;нет
239514;332043;638,56
239513;346624;нет
239514;514042;638,56
140746;358104;182,03
65682;379793;нет
35792;368188;нет
80809;391116;нет
183669;438619;нет
74164;335756;21,81
45879;326979;22,03
123190;576887;35,98
98893;338200;нет
77101;384437;нет
65165;387191;нет
82298;348590;95,84
150853;359458;нет
239520;572858;46,21
80808;363566;нет
48622;335757;20,99
150089;468190;122,15
125150;359052;нет
39072;326437;нет
39073;326484;нет
126889;405413;нет
126867;405414;нет
126864;405412;нет
126863;405415;нет
89812;573975;нет
35402;329215;нет
286046;496450;155,76
394763;571251;нет
96789;363637;нет
400037;568453;нет
39887;370769;нет
229408;465855;нет
229406;497248;нет
85373;330629;нет
82301;392089;нет
82303;384439;нет
82304;388086;нет
82305;398260;нет
64291;403028;нет
89734;398001;нет
71494;391633;нет
71506;388471;нет
72128;388472;нет
62368;387488;нет
62370;401699;нет
73093;390812;нет
62380;399058;нет
62381;387489;нет
62382;394111;нет
74761;391634;нет
62387;394890;нет
62388;394113;нет
62389;387495;нет
62390;390817;нет
62393;402223;нет
72599;388048;нет
62395;394891;нет
89735;388049;нет
62531;398809;нет
62535;386930;нет
62537;399108;нет
71514;394893;нет
62541;402377;нет
82327;394114;нет
71511;386931;нет
62364;394115;нет
61193;339484;нет
299193;529512;46,41
299194;529511;76,12
59833;362899;19,34
60199;393659;38,32
46675;369358;нет
231921;580943;нет
236796;524185;нет
240736;487095;152,67
240731;487093;152,67
240735;487094;199,65
240730;487097;нет
240729;487096;нет
298793;528803;нет
229189;466916;69,7
200385;401688;120,01
240730;580658;нет
108105;448391;118,49
179667;438284;114,51
134498;359878;нет
116172;360170;73,01
229187;562119;58,41
229188;333458;80,32
85552;333462;90,98
133330;359877;нет
133330;359353;нет
229186;467127;119,03
35680;418067;нет
86577;577107;нет
86579;576956;нет
86590;577213;нет
156161;576955;нет
86597;577078;нет
156163;577051;нет
86601;576954;нет
156164;577279;нет
86574;576953;нет
89278;332914;нет
89277;333102;нет
46224;362126;нет
136075;404635;нет
263473;573996;13,61
108826;570938;13,89
263425;573687;13,61
263426;573441;13,58
263475;577732;13,56
263411;580875;13,59
263477;577710;нет
47524;394379;14,58
48400;393546;13,89
41153;391967;нет
41173;397854;нет
263526;576897;24,75
47518;399070;14,58
47527;384878;14,58
48404;402494;14,58
110776;531240;6,75
20576;468769;7,63
117668;360239;нет
84711;468702;7,73
69068;376085;4,96
286771;531361;6,02
286771;533763;6,02
286772;534025;нет
286772;532986;нет
123211;414957;нет
286239;531277;85,31
286239;531833;85,31
70014;328990;нет
70016;370145;нет
117644;405187;нет
270925;576304;226,46
69893;468770;нет
74418;378127;50,51
69051;370719;39,78
147089;427738;182,14
5413;371504;нет
5413;361103;нет
80428;571012;нет
187088;450653;144,9
42711;363353;нет
42714;362550;нет
80568;368950;нет
61450;333195;нет
81012;344163;нет
59708;337492;нет
70833;372018;нет
70834;371514;нет
88373;370340;нет
75957;368951;нет
75961;383870;нет
75962;371557;62,84
80804;364177;нет
80812;369416;нет
78110;365711;нет
78112;369679;нет
78108;366174;нет
75951;369682;нет
75952;371556;нет
85917;362432;нет
59707;381202;нет
75998;361630;37,04
75999;371555;68,32
64791;366711;нет
85916;362319;нет
75953;367894;нет
85915;362694;нет
27544;373140;нет
85912;364239;нет
84060;382104;нет
84061;370367;нет
85911;362682;нет
85918;362551;нет
36071;405826;нет
77705;382768;нет
77705;368988;нет
84062;368863;нет
84063;371558;нет
84644;362922;нет
75955;365692;нет
49052;331566;нет
44768;365062;нет
80708;368904;нет
113671;359081;нет
316596;571361;нет
120205;377193;нет
99895;377580;нет
99895;404287;нет
99896;374968;нет
72091;376805;нет
99898;377582;нет
99898;374969;нет
103200;377995;нет
99897;383857;нет
99899;374970;нет
223291;570957;нет
228456;466736;126,52
152050;359914;нет
152049;359915;нет
110422;404238;нет
96835;373002;нет
110423;404239;нет
163976;432138;159,09
340638;565214;131,73
123720;357542;нет
146608;436311;132,04
169335;431699;нет
169334;431698;нет
169334;439794;нет
94314;381036;56,21
173650;436373;нет
156707;408656;нет
172710;436375;нет
59534;371351;нет
73638;371357;нет
361825;563850;нет
348530;556589;нет
228205;466140;нет
135635;451209;нет
104581;376028;нет
48838;336245;нет
342094;562138;нет
73938;364017;нет
70495;372710;62,97
113678;448088;нет
133197;436410;10,41
133198;329809;18,37
86648;355013;16,8
28609;570795;22,56
23028;570780;16,47
109262;570800;нет
21950;570980;20,19
111177;578799;нет
21951;570952;нет
153673;570943;нет
109264;570917;нет
62526;570953;нет
27595;570975;18,68
27596;570985;28,56
188668;571016;нет
23042;570889;16,16
21964;570756;22,96
62238;573499;14,47
48821;570987;20,76
21952;571026;24,99
111181;576784;нет
28620;570799;нет
27600;570981;19,67
171118;578695;нет
21953;570999;нет
23031;570807;нет
70612;570870;нет
70624;570874;нет
27601;570752;нет
23032;570911;25,78
21954;570886;42,59
28613;570765;17,6
109265;570785;нет
115749;578735;нет
109266;570915;нет
23033;570826;16,83
99953;576254;15
21955;570937;23,42
35019;570996;нет
21956;570801;20,94
115762;578708;нет
110081;578757;нет
27603;570891;22,07
62233;570814;16,35
28616;570961;18,81
27605;570786;29,23
126763;570794;нет
109271;570781;нет
27607;570793;28,25
115784;578733;нет
70522;570871;нет
23037;570764;16,2
28618;573693;14,01
85775;570821;28,25
21961;570995;нет
23040;570982;23,27
43420;570973;нет
73173;570934;15,42
73172;570825;22,09
161293;570815;нет
155781;570984;нет
23038;570850;56,16
28619;570951;17,14
153689;570798;нет
62237;571000;25,78
23041;570753;нет
109278;576228;30,52
287951;578736;нет
27597;570789;нет
62228;571019;нет
21958;570802;30,58
